Q1,0
Q2,20
Q3,7
Q4,30
Q5,0
Q6,22
Q7,5
Q8,6
Q9,0.965517241
Q10,100
Q11,48
Q12,10
Q13,21
Q14,0
Q15,0
Q16,25
